				Classification 1 - General Classification			Classification 2 - Taxonomic					Classification 3 - Parts of Organism			Classification 4 - Treatment						
organism part	right vastus lateralis	16	0.00%			1							1						0010000001000000		
organism part	hairy root	10	0.00%			1							1						0010000001000000		
organism part	hippocampal	5	0.00%			1							1						0010000001000000		
organism part	prostate gland	125	0.01%			1							1						0010000001000000		
organism part	humerus	24	0.00%			1							1						0010000001000000		
organism part	olfactory bulb	34	0.00%			1							1						0010000001000000		
organism part	back skin	78	0.01%			1							1						0010000001000000		
organism part	neck	3	0.00%			1							1						0010000001000000		
organism part	apical meristem	10	0.00%			1							1						0010000001000000		
organism part	peripheral nervous system	6	0.00%			1							1						0010000001000000		
organism part	total plant	12	0.00%			1							1						0010000001000000		
organism part	hypopharynx/pyriformis	2	0.00%			1							1						0010000001000000		
organism part	colon	997	0.08%			1							1						0010000001000000		
organism part	"gastrocnemius and soleus muscle, hind limb"	40	0.00%			1							1						0010000001000000		
organism part	"shoot apex, inflorescence (after bolting)"	24	0.00%			1							1						0010000001000000		
organism part	jejunal mucosa	7	0.00%			1							1						0010000001000000		
organism part	medial collateral ligament	8	0.00%			1							1						0010000001000000		
organism part	entire tibial plateau	40	0.00%			1							1						0010000001000000		
organism part	apex	28	0.00%			1							1						0010000001000000		
organism part	pharynx (adjacent tissue)	1	0.00%			1							1						0010000001000000		
organism part	skeletal muscle tissue	4	0.00%			1							1						0010000001000000		
organism part	leaf lamina abaxial epidermis	168	0.01%			1							1						0010000001000000		
organism part	stems	2	0.00%			1							1						0010000001000000		
organism part	all	57	0.00%			1							1						0010000001000000		
organism part	aortic media	130	0.01%			1							1						0010000001000000		
organism part	tigr ref	1	0.00%			1							1						0010000001000000		
organism part	substantia nigra pars compacta	24	0.00%			1							1						0010000001000000		
organism part	renal vesicle	9	0.00%			1							1						0010000001000000		
organism part	right knee	3	0.00%			1							1						0010000001000000		
organism part	abdomen	159	0.01%			1							1						0010000001000000		
organism part	laminar abscission zone	15	0.00%			1							1						0010000001000000		
organism part	skin   epidermal keratinocytes	6	0.00%			1							1						0010000001000000		
organism part	cerebellar vermis	1	0.00%			1							1						0010000001000000		
organism part	6th leaf	6	0.00%			1							1						0010000001000000		
organism part	right shoulder	3	0.00%			1							1						0010000001000000		
organism part	bile duct	6	0.00%			1							1						0010000001000000		
organism part	uterine leiomyosarcoma	9	0.00%			1							1						0010000001000000		
organism part	synovium of knee joint	162	0.01%			1							1						0010000001000000		
organism part	"100 %liver, 0 % kidney"	9	0.00%			1							1						0010000001000000		
organism part	cerebellar	1	0.00%			1							1						0010000001000000		
organism part	non lung	18	0.00%			1							1						0010000001000000		
organism part	overlapping lesion of hypopharynx	1	0.00%			1							1						0010000001000000		
organism part	spinal cord lower half	2	0.00%			1							1						0010000001000000		
organism part	seedling	61	0.00%			1							1						0010000001000000		
organism part	bracts	3	0.00%			1							1						0010000001000000		
organism part	anterior sclerotome of somites	5	0.00%			1							1						0010000001000000		
organism part	pulmonary artery	81	0.01%			1							1						0010000001000000		
organism part	stomach	273	0.02%			1							1						0010000001000000		
organism part	frontal pole	3	0.00%			1							1						0010000001000000		
organism part	brainstem	21	0.00%			1							1						0010000001000000		
organism part	dorsal root ganglia	20	0.00%			1							1						0010000001000000		
organism part	paraventricular nucleus (pvn)	4	0.00%			1							1						0010000001000000		
organism part	root nodules	1	0.00%			1							1						0010000001000000		
organism part	ribonucleicprotein fraction	9	0.00%			1							1						0010000001000000		
organism part	sexually immature thallus	7	0.00%			1							1						0010000001000000		
organism part	rectum	52	0.00%			1							1						0010000001000000		
organism part	brown fat	21	0.00%			1							1						0010000001000000		
organism part	brachial plexus	1	0.00%			1							1						0010000001000000		
organism part	lateral roots	2	0.00%			1							1						0010000001000000		
organism part	shoot apex	165	0.01%			1							1						0010000001000000		
organism part	alveolar macrophages	18	0.00%			1							1						0010000001000000		
organism part	bone marrow	4186	0.34%			1							1						0010000001000000		
organism part	subthalamic nucleus	9	0.00%			1							1						0010000001000000		
organism part	above ground tissue	72	0.01%			1							1						0010000001000000		
organism part	capillary	4	0.00%			1							1						0010000001000000		
organism part	nucleus accumbens shell	29	0.00%			1							1						0010000001000000		
organism part	the region above the infartion lad artery	72	0.01%			1							1						0010000001000000		
organism part	aereal	11	0.00%			1							1						0010000001000000		
organism part	distal colon	27	0.00%			1							1						0010000001000000		
organism part	flower bud	2	0.00%			1							1						0010000001000000		
organism part	right latissimus dorsi	1	0.00%			1							1						0010000001000000		
organism part	atrial myocardium	60	0.00%			1							1						0010000001000000		
organism part	skin of scalp	1	0.00%			1							1						0010000001000000		
organism part	mucosa from proximal duodenum	22	0.00%			1							1						0010000001000000		
organism part	heart	3361	0.27%			1							1						0010000001000000		
organism part	dorsal neural tube	29	0.00%			1							1						0010000001000000		
organism part	left lateral plate mesoderm	1	0.00%			1							1						0010000001000000		
organism part	whole seedling	122	0.01%			1							1						0010000001000000		
organism part	stem without trichomes	2	0.00%			1							1						0010000001000000		
organism part	femoral midshaft	1	0.00%			1							1						0010000001000000		
organism part	choroid plexus fourth ventricle	4	0.00%			1							1						0010000001000000		
organism part	bronchus	70	0.01%			1							1						0010000001000000		
organism part	pollen grain	28	0.00%			1							1						0010000001000000		
organism part	pyriform sinus	27	0.00%			1							1						0010000001000000		
organism part	non glomerulus kidney	2	0.00%			1							1						0010000001000000		
organism part	heart atrium	4	0.00%			1							1						0010000001000000		
organism part	effector cd8+  lymphocyte	4	0.00%			1							1						0010000001000000		
organism part	saccus and dura	3	0.00%			1							1						0010000001000000		
organism part	oropharynx/base of tongue	6	0.00%			1							1						0010000001000000		
organism part	mantle	24	0.00%			1							1						0010000001000000		
organism part	fat body	24	0.00%			1							1						0010000001000000		
organism part	postcricoid region	1	0.00%			1							1						0010000001000000		
organism part	lumbar spinal cord	9	0.00%			1							1						0010000001000000		
organism part	leaf 3	7	0.00%			1							1						0010000001000000		
organism part	abdominal aorta	8	0.00%			1							1						0010000001000000		
organism part	uterus	450	0.04%			1							1						0010000001000000		
organism part	diaphragm muscle	42	0.00%			1							1						0010000001000000		
organism part	"seeds, stage 7, w/o siliques"	3	0.00%			1							1						0010000001000000		
organism part	hippocampal neurons	6	0.00%			1							1						0010000001000000		
organism part	"endometrium, uterus"	8	0.00%			1							1						0010000001000000		
organism part	sperm	10	0.00%			1							1						0010000001000000		
organism part	"flowers stage 15, sepals"	3	0.00%			1							1						0010000001000000		
organism part	tissues (tail) posterior of the anal opening	8	0.00%			1							1						0010000001000000		
organism part	blastocyst	32	0.00%			1							1						0010000001000000		
organism part	embryoid body	6	0.00%			1							1						0010000001000000		
organism part	bladder mucosa	5	0.00%			1							1						0010000001000000		
organism part	small intestine	81	0.01%			1							1						0010000001000000		
organism part	flowers stage 10/11	3	0.00%			1							1						0010000001000000		
organism part	supraoptic nucleus (son)	4	0.00%			1							1						0010000001000000		
organism part	lung   left upper lobe	1	0.00%			1							1						0010000001000000		
organism part	tumoral	32	0.00%			1							1						0010000001000000		
organism part	"shoot apex, transition (before bolting)"	3	0.00%			1							1						0010000001000000		
organism part	retrocervical infiltrate	1	0.00%			1							1						0010000001000000		
organism part	extracranial	1	0.00%			1							1						0010000001000000		
organism part	left cardiac ventricle	12	0.00%			1							1						0010000001000000		
organism part	"head, thorax"	8	0.00%			1							1						0010000001000000		
organism part	medulla	9	0.00%			1							1						0010000001000000		
organism part	veg rosette (for phase change)	9	0.00%			1							1						0010000001000000		
organism part	placenta	204	0.02%			1							1						0010000001000000		
organism part	stria vascularis	6	0.00%			1							1						0010000001000000		
organism part	leaf 3+4	4	0.00%			1							1						0010000001000000		
organism part	mesenchyme	4	0.00%			1							1						0010000001000000		
organism part	~0.45 to 2 mm from the root tip	4	0.00%			1							1						0010000001000000		
organism part	oropharynx	136	0.01%			1							1						0010000001000000		
organism part	mesendoderm	3	0.00%			1							1						0010000001000000		
organism part	spinal cord (t10)	151	0.01%			1							1						0010000001000000		
organism part	root tips	9	0.00%			1							1						0010000001000000		
organism part	hindllimb muscle	15	0.00%			1							1						0010000001000000		
organism part	spike	30	0.00%			1							1						0010000001000000		
organism part	carpel	24	0.00%			1							1						0010000001000000		
organism part	epididymal adipose tissue	75	0.01%			1							1						0010000001000000		
organism part	stomach cardiac	3	0.00%			1							1						0010000001000000		
organism part	dura	3	0.00%			1							1						0010000001000000		
organism part	posterior limb	10	0.00%			1							1						0010000001000000		
organism part	calf muscle	10	0.00%			1							1						0010000001000000		
organism part	left vastus lateralis	16	0.00%			1							1						0010000001000000		
organism part	olfactory mucosa	123	0.01%			1							1						0010000001000000		
organism part	femoral heads	15	0.00%			1							1						0010000001000000		
organism part	base of tongue sai	1	0.00%			1							1						0010000001000000		
organism part	unfertilized egg	15	0.00%			1							1						0010000001000000		
organism part	ileum mucosa scraped off cells	1	0.00%			1							1						0010000001000000		
organism part	apical region	40	0.00%			1							1						0010000001000000		
organism part	right upper arm	3	0.00%			1							1						0010000001000000		
organism part	wing/haltere/third leg	25	0.00%			1							1						0010000001000000		
organism part	lateral walls of the lateral ventricles of the brain	2	0.00%			1							1						0010000001000000		
organism part	mycelium	62	0.00%			1							1						0010000001000000		
organism part	femur/tibia	1	0.00%			1							1						0010000001000000		
organism part	epiblast (e6.5 days)	2	0.00%			1							1						0010000001000000		
organism part	uterine cervix	10	0.00%			1							1						0010000001000000		
organism part	islet	416	0.03%			1							1						0010000001000000		
organism part	condyle	40	0.00%			1							1						0010000001000000		
organism part	small bowel	2	0.00%			1							1						0010000001000000		
organism part	10 cm seedling leaf	6	0.00%			1							1						0010000001000000		
organism part	whole internode	3	0.00%			1							1						0010000001000000		
organism part	peripheral blood mononuclear cells	18	0.00%			1							1						0010000001000000		
organism part	primary tumour cell line	17	0.00%			1							1						0010000001000000		
organism part	premotor cortex	3	0.00%			1							1						0010000001000000		
organism part	hypocotyl and cotyledons	6	0.00%			1							1						0010000001000000		
organism part	epididymis	133	0.01%			1							1						0010000001000000		
organism part	non neoplastic tissues	62	0.00%			1							1						0010000001000000		
organism part	tracheal organ culture	12	0.00%			1							1						0010000001000000		
organism part	raphe magnus	119	0.01%			1							1						0010000001000000		
organism part	uterine horn	11	0.00%			1							1						0010000001000000		
organism part	contralateral knee articular cartilage	5	0.00%			1							1						0010000001000000		
organism part	subcutaneous fat body	4	0.00%			1							1						0010000001000000		
organism part	fore limb	3	0.00%			1							1						0010000001000000		
organism part	non cancerous liver tissue	26	0.00%			1							1						0010000001000000		
organism part	fruit stem scar tissue	8	0.00%			1							1						0010000001000000		
organism part	adipose tissue	504	0.04%			1							1						0010000001000000		
organism part	leg discs	9	0.00%			1							1						0010000001000000		
organism part	shoot apical meristem	11	0.00%			1							1						0010000001000000		
organism part	flower stage 12 equivalent; filamentous organs in whorls two and three	3	0.00%			1							1						0010000001000000		
organism part	bronchoalveolar lavage (bal)	3	0.00%			1							1						0010000001000000		
organism part	cytoplasmic fractio	5	0.00%			1							1						0010000001000000		
organism part	larynx/supraglottis	6	0.00%			1							1						0010000001000000		
organism part	caudate putamen	14	0.00%			1							1						0010000001000000		
organism part	posterior rostral migratory stream	3	0.00%			1							1						0010000001000000		
organism part	head hair follicle	10	0.00%			1							1						0010000001000000		
organism part	sperm cell	3	0.00%			1							1						0010000001000000		
organism part	larynx	29	0.00%			1							1						0010000001000000		
organism part	flower stage 12 equivalent; multi carpel gyneoceum; enlarged meristem; increased organ number	3	0.00%			1							1						0010000001000000		
organism part	plantlet	5	0.00%			1							1						0010000001000000		
organism part	wbc	23	0.00%			1							1						0010000001000000		
organism part	femur bone marrow	2	0.00%			1							1						0010000001000000		
organism part	"white, adipocyte"	43	0.00%			1							1						0010000001000000		
organism part	adren	7	0.00%			1							1						0010000001000000		
organism part	lymph gland	8	0.00%			1							1						0010000001000000		
organism part	inflorescence apex	4	0.00%			1							1						0010000001000000		
organism part	atrioventricular node	2	0.00%			1							1						0010000001000000		
organism part	adrenal gland	297	0.02%			1							1						0010000001000000		
organism part	medular region	16	0.00%			1							1						0010000001000000		
organism part	accumbens	30	0.00%			1							1						0010000001000000		
organism part	liver (embryonic)	38	0.00%			1							1						0010000001000000		
organism part	aorta	363	0.03%			1							1						0010000001000000		
organism part	dorsal root ganglion	112	0.01%			1							1						0010000001000000		
organism part	medulla oblongata	8	0.00%			1							1						0010000001000000		
organism part	dentate	71	0.01%			1							1						0010000001000000		
organism part	both ventricles	29	0.00%			1							1						0010000001000000		
organism part	distal renal artery	8	0.00%			1							1						0010000001000000		
organism part	maxillary sinus	1	0.00%			1							1						0010000001000000		
organism part	oral cavity/tongue	10	0.00%			1							1						0010000001000000		
organism part	soleus muscle	59	0.00%			1							1						0010000001000000		
organism part	adult midgut	12	0.00%			1							1						0010000001000000		
organism part	extra uterine leiomyosarcoma	4	0.00%			1							1						0010000001000000		
organism part	femora and tibiae	7	0.00%			1							1						0010000001000000		
organism part	glomerulus	4	0.00%			1							1						0010000001000000		
organism part	genital ridges	30	0.00%			1							1						0010000001000000		
organism part	above ground tissues	9	0.00%			1							1						0010000001000000		
organism part	dorsal epaxial fast muscle	28	0.00%			1							1						0010000001000000		
organism part	"flowers stage 12, carpels"	3	0.00%			1							1						0010000001000000		
organism part	subcutaneous adipose	11	0.00%			1							1						0010000001000000		
organism part	trichomes	6	0.00%			1							1						0010000001000000		
organism part	stomach wall smooth muscle	3	0.00%			1							1						0010000001000000		
organism part	"25% liver, 75% kidney"	19	0.00%			1							1						0010000001000000		
organism part	brain	3201	0.26%			1							1						0010000001000000		
organism part	tonsil	32	0.00%			1							1						0010000001000000		
organism part	knee	1	0.00%			1							1						0010000001000000		
organism part	petal	20	0.00%			1							1						0010000001000000		
organism part	tubule	5	0.00%			1							1						0010000001000000		
organism part	cd8 t cell	6	0.00%			1							1						0010000001000000		
organism part	main bronchus	2	0.00%			1							1						0010000001000000		
organism part	esophagus epithelium	10	0.00%			1							1						0010000001000000		
organism part	uterus cervix	12	0.00%			1							1						0010000001000000		
organism part	prefrontal cerebral cortex	2	0.00%			1							1						0010000001000000		
organism part	"leaf (trifolium with petiolules, no petiole)"	3	0.00%			1							1						0010000001000000		
organism part	edge of left lobe	21	0.00%			1							1						0010000001000000		
organism part	hypopharynx/pyriform sinus	3	0.00%			1							1						0010000001000000		
organism part	seminal root	168	0.01%			1							1						0010000001000000		
organism part	roots	34	0.00%			1							1						0010000001000000		
organism part	airway epithelium	10	0.00%			1							1						0010000001000000		
organism part	pharynx	11	0.00%			1							1						0010000001000000		
organism part	colorectal	24	0.00%			1							1						0010000001000000		
organism part	tongue main corpus	4	0.00%			1							1						0010000001000000		
organism part	10 cm seedling crown	6	0.00%			1							1						0010000001000000		
organism part	lymph node metastasis	5	0.00%			1							1						0010000001000000		
organism part	broca's area	33	0.00%			1							1						0010000001000000		
organism part	atrial chamber	25	0.00%			1							1						0010000001000000		
organism part	tooth germ incisal tip	17	0.00%			1							1						0010000001000000		
organism part	eye discs	28	0.00%			1							1						0010000001000000		
organism part	cotyledon	55	0.00%			1							1						0010000001000000		
organism part	prefrontal cortex	168	0.01%			1							1						0010000001000000		
organism part	non tumoral	98	0.01%			1							1						0010000001000000		
organism part	leafy gametophytes	1	0.00%			1							1						0010000001000000		
organism part	"leaf 7, proximal half"	3	0.00%			1							1						0010000001000000		
organism part	coleoptile	168	0.01%			1							1						0010000001000000		
organism part	adipose tissue from abdomen and thigh	6	0.00%			1							1						0010000001000000		
organism part	occipital lobe	10	0.00%			1							1						0010000001000000		
organism part	palea and  glumes	2	0.00%			1							1						0010000001000000		
organism part	early secretory phase endometrium	9	0.00%			1							1						0010000001000000		
organism part	first leaf unfolded	108	0.01%			1							1						0010000001000000		
organism part	non micropylar endosperm	8	0.00%			1							1						0010000001000000		
organism part	submandibular salivary gland	2	0.00%			1							1						0010000001000000		
organism part	normal myometrium	7	0.00%			1							1						0010000001000000		
organism part	leaves and stems	2	0.00%			1							1						0010000001000000		
organism part	entire brachiocephalic artery	8	0.00%			1							1						0010000001000000		
organism part	chorioamniotic membrane	30	0.00%			1							1						0010000001000000		
organism part	pharyngeal part of the tongue	1	0.00%			1							1						0010000001000000		
organism part	rosette leaf	217	0.02%			1							1						0010000001000000		
organism part	juvenile leaf	5	0.00%			1							1						0010000001000000		
organism part	caudate	6	0.00%			1							1						0010000001000000		
organism part	organism wide mixture	1	0.00%			1							1						0010000001000000		
organism part	carotid artery segment	7	0.00%			1							1						0010000001000000		
organism part	fruit cortex	20	0.00%			1							1						0010000001000000		
organism part	urinary bladder	4	0.00%			1							1						0010000001000000		
organism part	whole shoot	51	0.00%			1							1						0010000001000000		
organism part	whole organ	190	0.02%			1							1						0010000001000000		
organism part	presomitic mesoderm	1	0.00%			1							1						0010000001000000		
organism part	"shoot apex, vegetative"	3	0.00%			1							1						0010000001000000		
organism part	pooled sb tumours	1	0.00%			1							1						0010000001000000		
organism part	brain stem	48	0.00%			1							1						0010000001000000		
organism part	mouse embryonic fibroblasts	12	0.00%			1							1						0010000001000000		
organism part	mandible	2	0.00%			1							1						0010000001000000		
organism part	fibromuscular tissue from endometriotic nodule	4	0.00%			1							1						0010000001000000		
organism part	the region between the lad artery and the apex	46	0.00%			1							1						0010000001000000		
organism part	whole rosette	8	0.00%			1							1						0010000001000000		
organism part	epidermis	106	0.01%			1							1						0010000001000000		
organism part	pedicel	3	0.00%			1							1						0010000001000000		
organism part	structure of proximal portion of circumflex branch of left coronary artery	4	0.00%			1							1						0010000001000000		
organism part	tumor	622	0.05%			1							1						0010000001000000		
organism part	hypopharyngeal gland	4	0.00%			1							1						0010000001000000		
organism part	right forearm	1	0.00%			1							1						0010000001000000		
organism part	anterior limb	10	0.00%			1							1						0010000001000000		
organism part	epithelium	4	0.00%			1							1						0010000001000000		
organism part	middle temporal gyrus	6	0.00%			1							1						0010000001000000		
organism part	flavedo	6	0.00%			1							1						0010000001000000		
organism part	rib cage	1	0.00%			1							1						0010000001000000		
organism part	left leg	2	0.00%			1							1						0010000001000000		
organism part	lung	8516	0.68%			1							1						0010000001000000		
organism part	pharyngeal mucosa	4	0.00%			1							1						0010000001000000		
organism part	capitellum	3	0.00%			1							1						0010000001000000		
organism part	sigmoid colon	4	0.00%			1							1						0010000001000000		
organism part	mixture	3	0.00%			1							1						0010000001000000		
organism part	dorsal	4	0.00%			1							1						0010000001000000		
organism part	mesothelium	21	0.00%			1							1						0010000001000000		
organism part	flowers stage 9	3	0.00%			1							1						0010000001000000		
organism part	decidua	35	0.00%			1							1						0010000001000000		
organism part	22 dap embryo	3	0.00%			1							1						0010000001000000		
organism part	right tibia	4	0.00%			1							1						0010000001000000		
organism part	ovary	1092	0.09%			1							1						0010000001000000		
organism part	"cortex, kidney, liver"	1	0.00%			1							1						0010000001000000		
organism part	synovial	2	0.00%			1							1						0010000001000000		
organism part	pre frontal cortex	5	0.00%			1							1						0010000001000000		
organism part	substantia nigra	58	0.00%			1							1						0010000001000000		
organism part	internode pith parenchyma	5	0.00%			1							1						0010000001000000		
organism part	gastrointestinal stromal	2	0.00%			1							1						0010000001000000		
organism part	motor cortex	4	0.00%			1							1						0010000001000000		
organism part	left ventricular biopsy	4	0.00%			1							1						0010000001000000		
organism part	whole male body with excised gonads and accessory glands	2	0.00%			1							1						0010000001000000		
organism part	nasopharyngeal region	10	0.00%			1							1						0010000001000000		
organism part	peripheral blood progenitor	2	0.00%			1							1						0010000001000000		
organism part	pleomorphic liposarcoma	3	0.00%			1							1						0010000001000000		
organism part	endometrium	134	0.01%			1							1						0010000001000000		
organism part	lymph nodes	4	0.00%			1							1						0010000001000000		
organism part	paraventricular hypothalamic nucleus	12	0.00%			1							1						0010000001000000		
organism part	preoptic	12	0.00%			1							1						0010000001000000		
organism part	gall bladder	2	0.00%			1							1						0010000001000000		
organism part	fruit	103	0.01%			1							1						0010000001000000		
organism part	5 dap caryopsis	3	0.00%			1							1						0010000001000000		
organism part	whole cell	12	0.00%			1							1						0010000001000000		
organism part	terminal abdominal segments including pheromone gland	3	0.00%			1							1						0010000001000000		
organism part	umbilical cord vein	23	0.00%			1							1						0010000001000000		
organism part	peripheral blood	1934	0.15%			1							1						0010000001000000		
organism part	hindlimb muscle	27	0.00%			1							1						0010000001000000		
organism part	medial ganglionic eminence	9	0.00%			1							1						0010000001000000		
organism part	nodule	92	0.01%			1							1						0010000001000000		
organism part	palate	5	0.00%			1							1						0010000001000000		
organism part	spleen	912	0.07%			1							1						0010000001000000		
organism part	quadriceps muscle	6	0.00%			1							1						0010000001000000		
organism part	thoracic aorta	26	0.00%			1							1						0010000001000000		
organism part	heart intra ventricular septum	18	0.00%			1							1						0010000001000000		
organism part	snout epidermis	2	0.00%			1							1						0010000001000000		
organism part	penis foreskin	4	0.00%			1							1						0010000001000000		
organism part	basal ganglion	4	0.00%			1							1						0010000001000000		
organism part	connective and soft tissue	2	0.00%			1							1						0010000001000000		
organism part	anterior cingulate cortex	37	0.00%			1							1						0010000001000000		
organism part	sublingual gland	1	0.00%			1							1						0010000001000000		
organism part	genital bud	2	0.00%			1							1						0010000001000000		
organism part	carcass	2	0.00%			1							1						0010000001000000		
organism part	seed coat  and endosperm	2	0.00%			1							1						0010000001000000		
organism part	tail bud	42	0.00%			1							1						0010000001000000		
organism part	primary visual cortex	11	0.00%			1							1						0010000001000000		
organism part	diageotropic meristems	12	0.00%			1							1						0010000001000000		
organism part	forelimb	8	0.00%			1							1						0010000001000000		
organism part	spinal cord upper half	2	0.00%			1							1						0010000001000000		
organism part	border of tongue	1	0.00%			1							1						0010000001000000		
organism part	oesophagus	227	0.02%			1							1						0010000001000000		
organism part	"rosette leaf #4, 1cm long"	6	0.00%			1							1						0010000001000000		
organism part	right lateral plate mesoderm	1	0.00%			1							1						0010000001000000		
organism part	splenocytes and lymph nodes	20	0.00%			1							1						0010000001000000		
organism part	pituitary gland	140	0.01%			1							1						0010000001000000		
organism part	10 dap caryopsis	3	0.00%			1							1						0010000001000000		
organism part	blood vessel	133	0.01%			1							1						0010000001000000		
organism part	placental amnion	12	0.00%			1							1						0010000001000000		
organism part	16 dap caryopsis	3	0.00%			1							1						0010000001000000		
organism part	forelimb skeletal muscle	1	0.00%			1							1						0010000001000000		
organism part	blood brain barrier capillary	6	0.00%			1							1						0010000001000000		
organism part	stratagene mouse reference rna	5	0.00%			1							1						0010000001000000		
organism part	notochord	1	0.00%			1							1						0010000001000000		
organism part	muscle	542	0.04%			1							1						0010000001000000		
organism part	gastrocnemius and soleus muscle	17	0.00%			1							1						0010000001000000		
organism part	telencephalon	12	0.00%			1							1						0010000001000000		
organism part	pollen sac	3	0.00%			1							1						0010000001000000		
organism part	ductus arteriosus	9	0.00%			1							1						0010000001000000		
organism part	subcutaneous omental adipose tissue	2	0.00%			1							1						0010000001000000		
organism part	epididymal fat	19	0.00%			1							1						0010000001000000		
organism part	psoriatic skin	2	0.00%			1							1						0010000001000000		
organism part	pleura	59	0.00%			1							1						0010000001000000		
organism part	thalamus lateral nucleus	4	0.00%			1							1						0010000001000000		
organism part	retromolar  area	1	0.00%			1							1						0010000001000000		
organism part	grain	42	0.00%			1							1						0010000001000000		
organism part	seedling without roots	1	0.00%			1							1						0010000001000000		
organism part	neurointermediate lobe	10	0.00%			1							1						0010000001000000		
organism part	proximal small intestine	12	0.00%			1							1						0010000001000000		
organism part	distal leaf	6	0.00%			1							1						0010000001000000		
organism part	medial temporal lobe	31	0.00%			1							1						0010000001000000		
organism part	neocortex	27	0.00%			1							1						0010000001000000		
organism part	root and nodule	7	0.00%			1							1						0010000001000000		
organism part	pelvic limb)	8	0.00%			1							1						0010000001000000		
organism part	right calf	2	0.00%			1							1						0010000001000000		
organism part	optic lobe	10	0.00%			1							1						0010000001000000		
organism part	cardiac valve	13	0.00%			1							1						0010000001000000		
organism part	germ cell	1	0.00%			1							1						0010000001000000		
organism part	heart left ventricle free wall	18	0.00%			1							1						0010000001000000		
organism part	pancreatic progenitor	20	0.00%			1							1						0010000001000000		
organism part	prostate	1414	0.11%			1							1						0010000001000000		
organism part	alveola	2	0.00%			1							1						0010000001000000		
organism part	tonsil fossa	4	0.00%			1							1						0010000001000000		
organism part	fibroid	5	0.00%			1							1						0010000001000000		
organism part	cortical region	16	0.00%			1							1						0010000001000000		
organism part	leaf1; leaf2	6	0.00%			1							1						0010000001000000		
organism part	lymphoid tissue	9	0.00%			1							1						0010000001000000		
organism part	"flower stage 12 equivalent; flowers without sepals, petals; carpeloid structures on sepals"	3	0.00%			1							1						0010000001000000		
organism part	soft palate	5	0.00%			1							1						0010000001000000		
organism part	stem upper middle	3	0.00%			1							1						0010000001000000		
organism part	arm	1	0.00%			1							1						0010000001000000		
organism part	upper lobe lung	13	0.00%			1							1						0010000001000000		
organism part	upper half spinal cord	2	0.00%			1							1						0010000001000000		
organism part	female gametophyte	9	0.00%			1							1						0010000001000000		
organism part	flower	211	0.02%			1							1						0010000001000000		
organism part	heart muscle	10	0.00%			1							1						0010000001000000		
organism part	"flowers stage 15, petals"	3	0.00%			1							1						0010000001000000		
organism part	extraocular muscle orbital layer	8	0.00%			1							1						0010000001000000		
organism part	apices	36	0.00%			1							1						0010000001000000		
organism part	submandibulary salivary gland	19	0.00%			1							1						0010000001000000		
organism part	right humerus	1	0.00%			1							1						0010000001000000		
organism part	meristem and young leaves	12	0.00%			1							1						0010000001000000		
organism part	anterior pituitary	28	0.00%			1							1						0010000001000000		
organism part	pylorus	5	0.00%			1							1						0010000001000000		
organism part	soleus	12	0.00%			1							1						0010000001000000		
organism part	submandibular glands	60	0.00%			1							1						0010000001000000		
organism part	uterus corpus	2	0.00%			1							1						0010000001000000		
organism part	leaf 7+8	44	0.00%			1							1						0010000001000000		
organism part	xenograft	25	0.00%			1							1						0010000001000000		
organism part	aortic arch	8	0.00%			1							1						0010000001000000		
organism part	brain capillary	2	0.00%			1							1						0010000001000000		
organism part	total testis	1	0.00%			1							1						0010000001000000		
organism part	5th trifoliate leaflets of 2 plants	120	0.01%			1							1						0010000001000000		
organism part	ventral forebrain	28	0.00%			1							1						0010000001000000		
organism part	preputial gland	22	0.00%			1							1						0010000001000000		
organism part	entorhinal cortex	45	0.00%			1							1						0010000001000000		
organism part	rhizomorph	3	0.00%			1							1						0010000001000000		
organism part	gingiva	9	0.00%			1							1						0010000001000000		
organism part	thalamus	20	0.00%			1							1						0010000001000000		
organism part	nasal epithelium	138	0.01%			1							1						0010000001000000		
organism part	whole animal	38	0.00%			1							1						0010000001000000		
organism part	superior temporal gyrus	4	0.00%			1							1						0010000001000000		
organism part	"frontal cortex, superior motor cortex, brodmann's area 9"	30	0.00%			1							1						0010000001000000		
organism part	"murine bone marrow, human xenograft, 10% murine spleen"	3	0.00%			1							1						0010000001000000		
organism part	tendon	12	0.00%			1							1						0010000001000000		
organism part	ankle cartilage	3	0.00%			1							1						0010000001000000		
organism part	"epidermis, dorsal skin without fur"	2	0.00%			1							1						0010000001000000		
organism part	animal cap	17	0.00%			1							1						0010000001000000		
organism part	unshaded mature rosette leaves	12	0.00%			1							1						0010000001000000		
organism part	frontal cortex	123	0.01%			1							1						0010000001000000		
organism part	vegetative apex	6	0.00%			1							1						0010000001000000		
organism part	whole embryo except yolk and amnion	30	0.00%			1							1						0010000001000000		
organism part	pollen	12	0.00%			1							1						0010000001000000		
organism part	"small intestine, duodenum"	2	0.00%			1							1						0010000001000000		
organism part	supraoptic nucleus	19	0.00%			1							1						0010000001000000		
organism part	antennal discs	6	0.00%			1							1						0010000001000000		
organism part	endosperm	60	0.00%			1							1						0010000001000000		
organism part	hypocotyl	217	0.02%			1							1						0010000001000000		
organism part	5mm leaf disk	36	0.00%			1							1						0010000001000000		
organism part	"shoot apex, vegetative + young leaves"	3	0.00%			1							1						0010000001000000		
organism part	organ culture	12	0.00%			1							1						0010000001000000		
